Krystal Court,"
6 Soi Sukhumvit 7, Khwaeng Khlong Toei Nuea, Khet Watthana
","166,216,216,166,166,74,166,80,216,166,227,166,216,166,313,75,166,261,313,216","67,000,77,000,77,000,61,000,65,000,32,000,67,000,38,000,77,000,61,000,73,000,63,000,77,000,63,000,90,000,30,000,67,000,71,000,85,000,77,000"
LAVIQ Sukhumvit 57,"
33/2 Soi Sukhumvit 57, Khwaeng Khlong Tan Nuea, Khet Watthana
","45,41,45,92,45,91,43,41.75,45,91,42,92,92,45,43,40,91,93,86,45","45,000,40,000,60,000,85,000,52,000,90,000,45,000,40,000,45,000,95,000,40,000,90,000,95,000,45,000,45,000,40,000,90,000,95,000,90,000,50,000"
Knightsbridge Prime Onnut,"
204 On Nut Rd, Khwaeng Phra Khanong Nuea, Khet Watthana
",,
Kirthana Residence,"
255-255/1 Soi Sawatdi, Khwaeng Khlong Toei Nuea, Khet Watthana
","100,100,100,105,105,105,105,105,105,100,100,105,105,100,100,100,100,105,100,105,105,110","80,000,873,380,80,000,85,000,80,000,85,000,80,000,80,000,85,000,80,000,70,000,85,000,95,000,70,000,85,000,70,000,85,000,80,000,77,87k,80,90k"
LIV@49,"
9 Klang Alley, Khwaeng Khlong Tan Nuea, Khet Watthana
","48,40,39,78.02,55.4,95,42,55.4,78.02,44.73,77,40,48,–,45,44.47,79,95,55,40.3","45,000,33,000,36,000,55,000,45,000,85,000,30,000,45,000,55,000,40,000,68,000,25,000,45,000,32,000,40,000,36,000,62,000,68,000,35,000,38,000"
Khlong Tan Condominium,"
Soi Sun Kankha Khlong Tan, Khlong Toei Nuea, Vadhana, Bangkok 10110
",42.5,"6,000"
Karuehart Thongthip,"
Soi Sukhumvit 47, Khwaeng Khlong Tan Nuea, Khet Watthana
","330,150,250","70,000,45,000,55,000"
Kiarti Thanee City Mansion,"
191/5 Sukhumvit 31, Khwaeng Khlong Toei Nuea, Khet Watthana
","160,100,175,195,280,450,450,280,170,160,192.5,170,198,160,280,270,450,290,162,270","45,000,38,000,65,000,60,000,170,000,170,000,180,000,85,000,65,000,45,000,60,000,45,000,55,000,45,000,140,000,65,000,150,000,100,000,45,000,90,000"
KHUN by YOO inspired by Starck,"
139 Soi Sukhumvit 55, Khwaeng Khlong Tan Nuea, Khet Watthana
","49.75,48.83,82,49,50,48.75,49,41,41.5,41.52,149.8,97.75,49.75,50,97.75,48.83,82.21,97.75,82,53.5","60,000,65,000,95,000,60,000,60,000,60,000,48,000,65,000,60,000,65,000,180,000,120,000,60,000,60,000,250,000,63,000,95,000,120,000,95,000,64,000"
Kallista Mansion,"
Sukhumvit 11, Khlong Tan Nuea, Vadhana, Bangkok 10110
","630,630,315,315,315,350,315,315,315,315,316,315,630,630,630,315,315,315,315,315","200,000,180,000,90,000,95,000,75,000,90,000,80,000,85,000,90,000,110,000,120,000,85,000,250,000,250,000,150,000,105,000,120,000,110,000,90,000,130,000"
Kameo Court,"
20 Soi Sukhumvit 7, Khwaeng Khlong Toei Nuea, แขวง คลองเตยเหนือ เขต วัฒนา Krung Thep Maha Nakhon 10110
","313,247,166,313,50,166,80","86,000,77,000,67,000,78,000,30,000,67,000,30,000"
KC Court,"
Soi Akkhara Phat, Khwaeng Khlong Tan Nuea, Khet Watthana
","150,250,250,150,250,250,294,250,250,250","50,000,75,000,70,000,50,000,60,000,65,000,66,500,75,000,75,000,70,000"
KAWA HAUS,"
67 ถนน สุขุมวิท Khwaeng Phra Khanong Nuea, Khet Watthana
","50.72,34,50","35,000,18,500,21,316"
Keyne,"
ซอยชวาลา แขวง คลองตัน เขต คลองเตย
","55,35,72,46,47,76,72,75,75,37,35,54,54,81,76,46,35,54,49,54","50,000,35,000,70,000,35,000,45,000,60,000,65,000,64,000,64,000,25,000,25,000,42,000,55,000,65,000,70,000,45,000,27,000,50,000,39,000,55,000"
Jaspal's Residential I,"
49 Soi Sukhumvit 23, Khwaeng Khlong Toei Nuea, Khet Watthana
","365,365,365,320,360","120,000,150,000,150,000,130,000,120,000"
K.P. Villa,"
5 Soi Ekkamai 2, Khwaeng Phra Khanong Nuea, Khet Watthana
","200,180,180,200,200,180,200,200","70,000,68,000,92,000,70,000,96,000,68,000,75,000,70,000"
Jaspal Residence 2,"
166 Soi Prasan Mit, Khwaeng Khlong Toei Nuea, Khet Watthana
","265,285,280,280,285,365,365,350,280,280,280,280,365,280,280","90,140k,100,000,80,000,100,000,120,000,130,000,150,000,80,000,90,000,90,000,90,000,120,000,90,000,95,000"
K. House Sukhumvit 55,"
11/15 Soi Saeng Ngoen, Khwaeng Khlong Tan Nuea, Khet Watthana
","115,115,115,150,115,150,115,150,115,150,115,150,115,115","39,000,39,000,39,000,55,000,45,000,55,000,39,000,55,000,39,000,55,000,29,900,55,000,39,000,29,900"
Jamy Twin Mansion,"
315/1 สุขุมวิท Khwaeng Khlong Toei Nuea, Khet Watthana
","220,180,220,220,180,240,220,220,180,180,220","47,000,37,000,45,000,50,000,37,000,49,000,45,000,48,000,37,000,39,000,45,000"
JJ Mansion,"
20 Soi Sukhumvit 11, Khwaeng Khlong Toei Nuea, Khet Watthana
","200,200,200,200,200,250","65,000,60,000,60,000,60,000,60,000,65,000"
JASMINE CITY HOTEL,"
5/1 Soi Sukhumvit 23, Khwaeng Khlong Toei Nuea, Khet Watthana
","108,40,58,68,34,68,34,58,108,40,58,34,40,58,108,58","72,800,48,900,57,400,61,400,43,900,55,74k,51,000,69,000,92,000,56,500,69,000,53,500,59,000,71,500,97,500,69,000"
J Visut Place,"
8/1 Soi Sukhumvit 41, Khwaeng Khlong Tan Nuea, Khet Watthana
","90,60,90,60","50,000,35,000,45,000,35,000"
Intercontinental Residence,"
Soi Saeng Chan, Khlong Tan Nuea, Vadhana, Bangkok 10110
",,
J.C. Tower,"
51/11 พร้อมพรรค Khwaeng Khlong Tan Nuea, Khet Watthana
","84.5,82,87,45,97,65,65,–,82,55,97,65,97,–,85,97,65,97,65,–","30,000,35,000,25,000,15,000,25,000,16,000,17,000,25,000,25,000,20,000,25,000,15,000,32,000,26,000,26,000,25,000,18,000,28,000,19,500,26,000"
Insaf Court,"
19 Soi Saeng Chan, Khwaeng Khlong Toei Nuea, Khet Watthana
","250,262,270,280,280,300,220,190,150,130,247,284","45,000,85,000,85,000,80,000,85,000,100,000,85,000,65,000,45,000,38,000,85,000"
Inter Tower,"
Sukhumvit 11, Khlong Tan Nuea, Vadhana, Bangkok 10110
","368,786,368,786,420,366,366,420,368,366,420,366,366,366,368","85,000,250,000,90,000,250,000,85,000,85,000,80,000,90,000,85,000,90,000,80,000,90,000,90,000,70,000,85,000"
Insaf Tower II,"
19-23 Soi Saeng Chan, Khwaeng Khlong Toei Nuea, Khet Watthana
","250,300,284,245,280,220,240,300,280,290,220,280,285,330,330,190,280,400","65,000,85,000,85,000,85,000,90,000,65,000,90,000,90,000,95,000,90,000,65,000,80,000,85,000,85,000,85,000,70,000,80,000,85,000"
Ivy Thonglor,"
Soi Thong Lo, Khlong Toei Nuea, Vadhana, Bangkok 10110
","43,43,43,43,43,43,43.5,186,85,86,43,43,43,45,43,47,45,42,43,43","45,000,26,000,35,000,38,000,40,000,40,000,35,000,130,000,55,000,69,000,35,000,31,000,30,000,40,000,40,000,32,000,32,000,32,000,33,000,35,000"
Impression Ekkamai,"
61/2 สุขุมวิท Khwaeng Khlong Tan Nuea, Khet Watthana
",,
Inter Lux Residence,"
50 สุขุมวิท Khwaeng Khlong Toei Nuea, Khet Watthana
","29.94,50,49.35,39,38,57.3,53,52,30,39,52.8,52,38,29.85,29.65,35,31,57.3,35,74","18,000,40,000,32,000,25,000,15,000,45,000,38,000,40,000,20,000,24,000,35,000,35,000,15,000,20,000,24,000,25,000,16,000,55,000,23,000,40,000"
Icon I,"
Soi Thong Lo, Khlong Toei Nuea, Vadhana, Bangkok 10110
","80,160,292","40,000,50,000,120,000"
Icon II,"
413/5 ซอย สุขุมวิท 55 Khwaeng Khlong Tan Nuea, Khet Watthana
","140,140,140,140","55,000,50,000,50,000,54,000"
Icon III,"
898 ซอย สุขุมวิท 55 Khwaeng Khlong Tan Nuea, Khet Watthana
","123,114,83,–,136,120,136,84,90,90,123,123,123,123,145,120,165,–,136,113","60,000,50,000,45,000,50,000,70,000,60,000,65,000,43,000,70,000,35,000,65,000,65,000,45,000,60,000,50,000,40,000,55,000,45,000,70,000,50,000"
J & J Tower,"
149 Soi Nuan Chit, Khwaeng Khlong Tan Nuea, Khet Watthana
",200,"65,000"
Hyde Heritage Thonglor,"

",,
Hyde Sukhumvit 11,"
20 Soi Sukhumvit 11, Khwaeng Khlong Toei Nuea, Khet Watthana
","34.89,34,33.99,36,64,59,63,34,34.11,63.5,49,48,37.5,58.54,55,55,55,62,61,34","27,000,22,000,35,000,27,000,55,000,55,000,65,000,25,000,27,000,54,000,38,000,30,000,32,000,50,000,55,000,55,000,55,000,55,000,47,000,26,000"
Hawaii Tower,"
80 Soi Prasan Mit, Khwaeng Khlong Toei Nuea, Khet Watthana
","330,330,330,337,300,420,330,350,280,420,330,420,420,330,280,280,330,420,347,330","100,000,95,000,85,000,98,000,90,000,135,000,100,000,95,000,85,000,140,000,95,000,130,000,120,000,100,000,80,000,80,000,100,000,130,000,95,000,95,000"
Hive Sukhumvit 65,"
Soi Chaiyaphruek 1, Phra Khanong Nuea, Vadhana, Bangkok 10110
","40,30,31,40,48,66,40.26,66,38.5,38,38,38.5,66,40,38,31,38.5,38,36,30,42,40","20,000,15,18k,18,35k,35,000,20,000,30,000,20,000,16,000,18,000,20,000,30,000,18,000,16,000,15,000,20,000,15,000,15,000,15,000,20,000,22,000"
Harmony Living Sukhumvit 15,"
67 สุขุมวิท Khwaeng Khlong Toei Nuea, Khet Watthana
","131,105,227,105,120,120,130,120","55,000,55,000,120,000,55,000,60,000,60,65k,48,000"
Hyde Sukhumvit,"
1 Soi Sukhumvit 13, Khwaeng Khlong Toei Nuea, Khet Watthana
","31,45,110,432.47,77,87,95,46,50,41,113,79,45,46,90,77,125,47,47,46","23,000,27,000,60,000,400,000,50,000,47,000,75,000,33,000,35,000,35,000,100,000,50,000,40,000,35,000,65,000,50,000,110,000,30,000,35,000,30,000"
Happy Place Tower,"
2557 Soi Saeng Thip, Khwaeng Phra Khanong, Khet Watthana
","60,60,57,30,60","15,000,15,000,16,500,8,000,14,500"
Hasu Haus,"
85-89 ถนน สุขุมวิท Khwaeng Phra Khanong Nuea, Khet Watthana
","38,37.25,31,36,36,37,31,37,33,36.25,45,31,40.67,40.67,41,32,74,36,36,74,36,65","17,000,18,000,16,000,21,000,20,000,20,000,20,000,17,500,19,500,20,000,25,000,16,25k,24,000,16,000,38,000,22,000,20,000,42,000,20,000,42,000"
Happy Park Ploenchit,"
Soi Ruen Ruedi, Khlong Tan Nuea, Vadhana, Bangkok 10110
",,
Greenery Place,"
26 ซอย สุขุมวิท 61 Khwaeng Khlong Tan Nuea, Khet Watthana
","173,160,120,120,120,160,170,162,120,160,120,120,160,100","106,605,105,570,73,485,78,000,70,000,90,000,100,000,92,000,78,000,106,000,78,000,77,625,106,000,8,000"
Green View Ekkamai 10,"
606/1 ซอย ชัยพฤกษ์ Khwaeng Phra Khanong Nuea, Khet Watthana
","32,48,32,58,48,32,58","19,000,27,000,19,000,29,000,27,000,20,000,29,000"
HOLME Ekkamai 22,"
68/16 Khun Wichit Alley, Khwaeng Khlong Tan Nuea, Khet Watthana
",,
Grass Suites,"
283/66 Soi Sukhumvit 55, Khwaeng Khlong Tan Nuea, Khet Watthana
",,
HQ by Sansiri,"
Thong Lo 6, Khlong Toei Nuea, Vadhana, Bangkok 10110
","100,44,80,45,76,50,44,44,76,44,76,100,100,100,80,100,43.5,80,75,50","75,000,39,900,75,000,50,000,68,000,50,000,50,000,50,000,72,000,45,000,70,000,98,000,98,000,90,000,75,000,100,000,54,000,72,000,70,000,48,000"
Hampton Thonglor 10,"
Soi Charoen Suk, Khlong Toei Nuea, Vadhana, Bangkok 10110
","165,–,232,230,93,168,162,233,163,92,92,90,90,90.15,232,162,232,232,92,232","75,000,130,000,140,000,140,000,60,000,80,000,75,000,130,000,75,000,45,000,45,000,60,000,55,000,45,000,100,000,80,000,110,000,95,000,50,000,95,000"
Grand President,"
Soi Sukhumvit 11, Khwaeng Khlong Toei Nuea, Khet Watthana
",,
H Sukhumvit 43,"
Soi Phrom Mit, Khlong Toei Nuea, Vadhana, Bangkok 10110
","42.5,40,43,60,59,71,72,40,69,42,45,62.04,68,60,65,39,45,60,60,60,40","40,000,33,000,40,000,50,000,58,59k,65,000,40,000,60,000,37,000,35,000,59,000,65,000,60,000,60,000,30,000,35,000,50,000,50,000,50,000,40,000"
Grand NT Tower,"
30 Thanon Asok Montri, Khwaeng Khlong Toei Nuea, Khet Watthana
",180,"63,000"
Grand Ville House 2,"
8/1 Soi Sukhumvit 15, Khwaeng Khlong Toei Nuea, Khet Watthana
","276,258,253,253,276,276,280,230,280,253,256,253,276,276,276,260,260,320,253,253","60,000,80,000,55,000,55,000,65,000,80,000,65,000,55,000,65,000,75,000,70,000,50,000,60,000,65,000,70,000,60,000,70,000,65,000,68,000,80,000"
Grand Mercure Bangkok Asoke Residence,"
32-40 Soi Sukhumvit 19, Khwaeng Khlong Toei Nuea, Khet Watthana
","220,155,220,155,71,80,96,220,155,70,96,155,220,190,80,155,155,220,155","92,000,82,000,92,000,85,000,80,000,83,000,86,000,92,000,82,000,80,000,80,000,82,000,95,000,85,000,80,000,82,000,85,000,92,000,85,000"
Garden Square,"
33/1 Soi Saeng Thip, Khwaeng Phra Khanong Nuea, Khet Watthana
",250,"75,000"
G.S. Mansion,"
9/2 Soi Sukhumvit 35, Khwaeng Khlong Tan Nuea, Khet Watthana
","180,220,180","50,000,65,000,50,000"
G.S. Housing,"
Soi Sukhumvit 47, Khwaeng Khlong Tan Nuea, Khet Watthana
",,
Govind Tower,"
Sukhumvit 21 Soi 1, Khwaeng Khlong Toei Nuea, Khet Watthana
","360,360,360,360,365,365,360,360,360","100,000,70,000,65,000,100,000,65,000,75,000,100,000,65,000,65,000"
Grand 39 Tower,"
17 สุขุมวิท Khwaeng Khlong Tan Nuea, Khet Watthana
","230,375,230,80,270,80,270,230,175,55,270,270,160,210,80,70,230,80,70,230","95,000,160,000,95,000,55,000,120,000,55,000,120,000,120,000,65,000,55,000,120,000,120,000,70,000,95,000,55,000,55,000,80,000,55,000,55,000,95,000"
Grand Heritage Thonglor,"
Soi To Sak, Khlong Toei Nuea, Vadhana, Bangkok 10110
","–,58,107.5,93,102,93,98,94,54,93,58,101,125,108,38,54,101,104,101,105,101","35,000,30,000,49,000,45,000,52,000,45,000,43,000,45,000,28,000,50,000,38,000,46,000,66,000,45,000,22,27k,52,000,55,000,52,000,50,000,52,000"
Grand Park View,"
54 Thanon Asok Montri, Khwaeng Khlong Toei Nuea, Khet Watthana
","35,35,49,100,33.5,68.35,35,35,35,70,33.5,42,49,35,72,33.66,49,41,35,32","20,000,18,000,26,000,40,000,18,000,36,000,18,000,17,000,16,000,39,000,18,000,22,000,26,000,18,000,30,000,15,000,25,000,25,000,19,000,17,000"
G.P. Grande Tower,"
32 Soi Sukhumvit 23, Khwaeng Khlong Toei Nuea, Khet Watthana
","180,180,260,180,420,260,180,260,260,230,180,260,450,260,220,260,180,260,260,450","60,000,70,000,90,000,70,000,130,000,95,000,75,000,95,000,75,000,70,000,85,000,95,000,150,000,75,000,65,000,75,000,60,000,75,000,95,000,150,000"
Fraser Suites Sukhumvit,"
41 Soi Sukhumvit 11, Khwaeng Khlong Toei Nuea, Khet Watthana
",52,"61,450"
Four Wings Mansion,"
32 Soi Sukhumvit 11, Khwaeng Khlong Toei Nuea, Khet Watthana
","220,400,220,440,240,240,220,220,220,220,220,220,240,440,220,440,220,220,220,220","65,000,130,000,65,000,120,000,65,000,65,000,65,000,65,000,65,000,65,000,60,000,65,000,65,000,130,000,60,000,130,000,60,000,65,000,60,000,65,000"
Fernwood Residence,"
Soi Phatsana 1, Khwaeng Phra Khanong Nuea, Khet Watthana
","100,100,110,110,100,110,100,100,100","60,000,60,000,73,000,74,000,65,000,62,000,50,000,59,000,85,000"
FYNN Sukhumvit 31,"
71/7 ถนน สุขุมวิท Khwaeng Khlong Toei Nuea, Khet Watthana
","36,47,36,32,36,36,47,48","30,000,35,000,30,000,22,000,30,000,25,000,35,000,34,000"
Fragrant 71,"
Pridi Banomyong 14, Phra Khanong Nuea, Vadhana, Bangkok 10110
","68,–,70,112,112,66,122,69,122,69,118,127,122,121,69,86,112,70,69,121","22,000,27,000,20,000,31,000,31,000,24,000,37,000,19,000,40,000,23,000,29,500,31,38k,35,000,32,000,19,000,28,500,31,000,20,000,25,000,40,000"
Executive Mansion,"
52 Soi Sukhumvit 39, Khwaeng Khlong Tan Nuea, Khet Watthana
","280,280,280,260","45,000,45,000,45,000,40,000"
Fullerton,"
1219/2 Sukhumvit Road, Khwaeng Khlong Tan Nuea, Khet Watthana
","132,132.02,132,295,170,132,105,132,132,170,132,134,132,105,96,152,132,132,132,132","80,000,80,000,90,000,150,000,80,000,82,000,72,000,80,000,80,000,85,000,87,000,88,000,98,000,60,000,58,000,70,000,79,000,95,000,80,000,80,000"
First Tower,"
Sukhumvit 1/1, Khlong Tan Nuea, Vadhana, Bangkok 10110
","33,40,71,42,33,33,42,33,100,100,42,40,42","15,000,38,000,35,000,16,500,8,000,16,500,15,500,12,000,42,000,45,000,16,500,38,000,18,000"
El Patio,"
305/18 Soi Sawatdi, Khwaeng Khlong Toei Nuea, Khet Watthana
","170,95,80,95,170,80,95,80,170,80,170,95,95,95,220,95,95,80,80,95","45,000,30,000,20,000,30,000,45,000,18,000,30,000,30,000,45,000,25,000,45,000,30,000,35,000,30,000,50,000,30,000,26,30k,25,000,20,000,25,000"
Empire Sawasdee,"
315 Soi Sukhumvit 31, Khwaeng Khlong Toei Nuea, Khet Watthana
","212,211,297,178,87,87,301,221,88,88,284,178,178,86,228,258,87,301,178,290","70,000,65,000,90,000,55,000,30,000,30,000,90,000,75,000,40,000,30,000,65,000,55,000,55,000,30,000,65,000,70,000,40,000,80,000,75,000,90,000"
Ekamai Condo Town,"
47/7 ซอย เอกมัย 28 Khwaeng Khlong Tan Nuea, Khet Watthana
",24.5,"5,500"
European Central Place,"
Soi Ruam Chai, Khlong Tan Nuea, Vadhana, Bangkok 10110
","75,76,75,75,75,75,75","30,000,30,000,40,000,25,000,35,000,35,000,30,000"
Empire House,"
40 Soi Pridi Banomyong 31, Khwaeng Khlong Tan Nuea, Khet Watthana
","182,196,180,180,227.65,195.64,196,191,227,181,198,208,182,185,198,182,188,198,220,181,196","50,000,55,000,55,000,50,000,65,000,55,000,55,000,42,000,55,000,45,000,52,500,52,500,45,000,48,000,55,000,40,45k,55,000,55,000,60,000,55,000"
Ekamai Gardens,"
Soi Ekkamai 8, Khwaeng Phra Khanong Nuea, Khet Watthana
","290,290,240,250,250,250,290,240,250,250,290,268,240,250,250,280,250,290,250,290","100,000,130,000,90,000,90,000,95,000,100,000,130,000,90,000,90,000,100,000,130,000,110,000,100,000,110,000,90,000,125,000,110,000,100,000,110,000,125,000"
Ekamai Place,"
222 Soi Ekkamai 16, Khwaeng Khlong Tan Nuea, Khet Watthana
",325,"110,000"
EYSE Sukhumvit 43,"
12 ซอย พร้อมมิตร Khwaeng Khlong Tan Nuea, Khet Watthana
",,
Double Tree Residence,"
Soi To Sak, Khwaeng Khlong Tan Nuea, Khet Watthana
","170,150,165,150,180,150,150,170,170,155,150,220,180,170,170,179,150,180,180,220","55,000,60,000,55,000,55,000,70,000,55,000,55,000,65,000,55,000,55,000,45,000,65,000,60,000,55,000,55,000,52,500,50,000,65,000,70,000,70,000"
Diamond Sukhumvit,"
ตลาดอ่อนนุช แขวง พระโขนง เขต คลองเตย
","52,50,37,34,60,34,59,68,60.65,50,34,35,34,35.5,50,50,50,75,35,36,35","18,000,25,000,17,000,15,000,25,000,15,18k,22,000,25,000,30,000,25,000,16,000,18,000,11,000,15,000,25,000,25,000,22,24k,17,000,14,000,16,000"
Deseo Sukhumvit,"
22 Soi Sukhumvit 7, Khwaeng Khlong Toei Nuea, แขวง คลองเตยเหนือ เขต วัฒนา Krung Thep Maha Nakhon 10110
",,
Destiny@55,"
Soi Akkhara Phat, Khwaeng Khlong Tan Nuea, Khet Watthana
","160,235,160,165,160,160,235,160,235,173,263,160,160,160,235","90,000,120,000,90,000,78,000,88,000,87,000,100,000,87,120k,74,000,114,000,85,000,90,000,87,000,150,000"
Downtown Forty Nine,"
Soi Raruen Chit, Khlong Toei Nuea, Vadhana, Bangkok 10110
","60,69,133,44.63,47,58,55.16,130,40,56,58,44.88,44.88,40,55.16,58,45,118.16,57.97,118","37,000,38,000,70,000,25,000,26,000,37,000,48,000,78,000,20,000,37,000,45,000,32,000,30,000,22,000,48,000,45,000,28,000,80,000,35,000,80,000"
Dhani Residence,"
Soi Chumbala Krung Thep Maha Nakhon 10110
","330,330,330,330,330,330,330,330,330,330,330,330,330,330","280,000,280,000,230,000,230,000,230,000,200,000,280,000,280,000,230,000,280,000,280,000,230,000,230,000,180,000"
Edge Sukhumvit 23,"
6 Sukhumvit Road, Khlong Toei Nuea, Watthana
","32,64,30.39,31,30.5,43.2,43,34,35,33,34,62,32,33,33,65,45,43.5,34,43.24","20,000,55,000,28,500,28,000,25,000,47,000,40,000,26,000,33,000,32,000,30,000,65,000,35,000,28,000,28,000,75,000,38,900,48,000,24,000,37,000"
Eight Thonglor Residence,"
162 Soi Thong Lo, Khwaeng Khlong Tan Nuea, Khet Watthana
","48,74,164,78,52,45,85,85,71,164,83,112,95,55,45,45,85.81,85.81,45,130,50","40,000,58,000,100,000,58,000,36,000,45,000,65,000,65,000,60,000,100,000,58,75k,70,000,50,000,45,000,45,000,75,000,75,000,38,000,80,000,45,000"
Dazzle Sukhumvit 7,"
20 Soi Sukhumvit 7, Khwaeng Khlong Toei Nuea, Khet Watthana
","61,40,38,42,36,67,61.76,36,36","69,000,30,000,37,42k,50,000,56,000,25,000,30,000,35,000"
D.H.Grand Tower,"
24 Soi Phrom Mit, Khwaeng Khlong Tan Nuea, Khet Watthana
","220,240,220,240","60,000,65,000,60,000,65,000"
Crystal Ville Court,"
32/7 Soi Sukhumvit 13, Khwaeng Khlong Toei Nuea, Khet Watthana
","160,160,156,156,230","36,000,35,000,37,000,37,000,99,000"
DLV Thonglor 20,"
16 Soi Ekkamai 21, Khwaeng Khlong Tan Nuea, Khet Watthana
","59,59.6,79,70,75,59.7,55,53,94,75,75,89,84,94,83,83,158,55,77,67","28,000,25,000,35,000,38,000,38,000,25,000,25,000,22,000,38,000,37,000,40,000,42,000,35,000,38,000,42,000,38,999,62,000,25,000,37,000,25,000"
D.S. Tower 1 Sukhumvit 33,"
31 Soi Phrom Chit, Khwaeng Khlong Tan Nuea, Khet Watthana
","255,250,252,242,250,205,236,250,250,292,250,255,250,250,245,292,243,290,200,325,300","90,000,89,000,86,000,65,000,65,000,45,000,65,000,50,000,100,000,70,000,58,65k,100,000,55,000,65,000,70,000,65,000,78,000,80,000,85,000,60,000"
Cross Creek,"
Soi Ban Chang Thai, Phra Khanong Nuea, Vadhana, Bangkok 10110
","165,186,186,270,180,156,178,156,282,81,81,272,85,159","65,000,70,000,75,000,90,000,75,000,65,000,75,000,65,000,120,000,35,000,40,000,95,000,42,000,72,000"
D 25 Thonglor,"
Soi Saeng Ngoen, Khlong Toei Nuea, Vadhana, Bangkok 10110
","42,44,51,40,40,40,40,41.85,89,43,80,36,39.6,79,44,47,–,42,42,47,80","19,000,20,000,25,000,20,000,20,000,20,000,20,000,17,000,50,000,30,000,45,000,18,28k,43,000,21,000,21,000,27,500,19,000,21,000,21,000,45,000"
D 65,"
396 Soi Sukhumvit 65, Khwaeng Phra Khanong Nuea, Khet Watthana
","47,64,68,48,68,54.3,70,69.9,68,75,68,35,75,35,68,75,72,70,55,48","18,000,23,000,30,000,19,500,35,000,20,000,25,000,33,000,32,000,32,000,30,000,13,000,34,000,20,000,30,000,30,000,29,000,30,000,23,000,19,500"
D.S. Tower 2 Sukhumvit 39,"
Soi Phon Si, Khlong Toei Nuea, Vadhana, Bangkok 10110
","123,70,120,127,120,130,123,133,140,129,124,125,74,150,179,117,120,140,124,205,137","55,000,30,000,55,000,35,000,38,000,30,000,32,000,36,000,65,000,33,000,55,000,45,000,32,42k,45,000,38,000,55,000,67,000,28,000,100,000,50,000"
Click Denim,"
365/44 Soi Ekkamai 19, Khwaeng Khlong Tan Nuea, Khet Watthana
",62,"24,000"
Cloud Residences SKV 23,"
122 Soi Sukhumvit 23, Khwaeng Khlong Toei Nuea, Khet Watthana
",,
Condo One Sukhumvit 67,"
Soi Si Chan, Phra Khanong Nuea, Vadhana, Bangkok 10110
","65,50,30.5,65,62.23,65,50,65,50,65,52,65,52,50,52,53,34,30.5,52,52","24,000,15,000,11,500,22,000,24,000,25,000,15,000,25,000,18,000,23,000,20,000,23,000,18,000,18,000,15,000,15,000,11,000,11,500,15,000,15,000"
